company,period,metric,value
ecommerce_logistics,2023-11,investing_cash_flow,-670731.2130060589
ecommerce_logistics,2023-11,financing_cash_flow,-36668.54305683427
ecommerce_logistics,2023-11,net_cash_flow,-420690.57041508163
ecommerce_logistics,2023-11,total_assets,49387905.54663843
ecommerce_logistics,2023-11,total_liabilities_and_equity,49387905.54663843
ecommerce_logistics,2023-12,revenue,15045688.739954345
ecommerce_logistics,2023-12,cogs,11959161.365813602
ecommerce_logistics,2023-12,gross_profit,3086527.374140743
ecommerce_logistics,2023-12,sales_marketing,1512227.7479700523
ecommerce_logistics,2023-12,rd,0.0
ecommerce_logistics,2023-12,ga,1738761.1278708843
ecommerce_logistics,2023-12,ebitda,-164461.50170019362
ecommerce_logistics,2023-12,net_income,-310294.835033527
ecommerce_logistics,2023-12,cash,2254030.333303312
ecommerce_logistics,2023-12,accounts_receivable,27583762.689916298
ecommerce_logistics,2023-12,inventory,25911516.29259614
ecommerce_logistics,2023-12,accounts_payable,17938742.048720405
ecommerce_logistics,2023-12,debt,35000000.0
ecommerce_logistics,2023-12,equity,2810567.2670953423
ecommerce_logistics,2023-12,operating_cash_flow,-305394.692585366
ecommerce_logistics,2023-12,investing_cash_flow,-673269.8965468494
ecommerce_logistics,2023-12,financing_cash_flow,-108236.96761599109
ecommerce_logistics,2023-12,net_cash_flow,-1086901.5567482065
ecommerce_logistics,2023-12,total_assets,55749309.31581575
ecommerce_logistics,2023-12,total_liabilities_and_equity,55749309.31581575
ecommerce_logistics,2024-01,revenue,12872423.836370163
ecommerce_logistics,2024-01,cogs,9985917.505131602
ecommerce_logistics,2024-01,gross_profit,2886506.3312385604
ecommerce_logistics,2024-01,sales_marketing,1456165.024285612
ecommerce_logistics,2024-01,rd,0.0
ecommerce_logistics,2024-01,ga,1624082.7153959065
ecommerce_logistics,2024-01,ebitda,-193741.40844295826
ecommerce_logistics,2024-01,net_income,-339574.74177629163
ecommerce_logistics,2024-01,cash,1280108.4081821674
ecommerce_logistics,2024-01,accounts_receivable,23599443.700011965
ecommerce_logistics,2024-01,inventory,21636154.594451804
ecommerce_logistics,2024-01,accounts_payable,14978876.257697403
ecommerce_logistics,2024-01,debt,35000000.0
ecommerce_logistics,2024-01,equity,-3463169.5550514683
ecommerce_logistics,2024-01,operating_cash_flow,-298312.63829227793
ecommerce_logistics,2024-01,investing_cash_flow,-798625.3241034215
ecommerce_logistics,2024-01,financing_cash_flow,123016.03727455503
ecommerce_logistics,2024-01,net_cash_flow,-973921.9251211444
ecommerce_logistics,2024-01,total_assets,46515706.702645935
ecommerce_logistics,2024-01,total_liabilities_and_equity,46515706.702645935
ecommerce_logistics,2024-02,revenue,12655716.534245925
ecommerce_logistics,2024-02,cogs,10089697.885441674
ecommerce_logistics,2024-02,gross_profit,2566018.648804251
ecommerce_logistics,2024-02,sales_marketing,1382584.7872392945
ecommerce_logistics,2024-02,rd,0.0
ecommerce_logistics,2024-02,ga,1944843.6179435963
ecommerce_logistics,2024-02,ebitda,-761409.7563786395
ecommerce_logistics,2024-02,net_income,-907243.0897119729
ecommerce_logistics,2024-02,cash,0.0
ecommerce_logistics,2024-02,accounts_receivable,23202146.979450863
ecommerce_logistics,2024-02,inventory,21861012.08512363
ecommerce_logistics,2024-02,accounts_payable,15134546.828162512
ecommerce_logistics,2024-02,debt,35000000.0
ecommerce_logistics,2024-02,equity,-5071387.763588017
ecommerce_logistics,2024-02,operating_cash_flow,-804433.4097609115
ecommerce_logistics,2024-02,investing_cash_flow,-615491.3932308984
ecommerce_logistics,2024-02,financing_cash_flow,-222847.65611727853
ecommerce_logistics,2024-02,net_cash_flow,-1642772.4591090884
ecommerce_logistics,2024-02,total_assets,45063159.064574495
ecommerce_logistics,2024-02,total_liabilities_and_equity,45063159.064574495
ecommerce_logistics,2024-03,revenue,13209146.137693448
ecommerce_logistics,2024-03,cogs,10328871.760927558
ecommerce_logistics,2024-03,gross_profit,2880274.37676589
ecommerce_logistics,2024-03,sales_marketing,1558794.0738592444
ecommerce_logistics,2024-03,rd,0.0
ecommerce_logistics,2024-03,ga,1525303.181209266
ecommerce_logistics,2024-03,ebitda,-203822.87830262026
ecommerce_logistics,2024-03,net_income,-349656.21163595363
ecommerce_logistics,2024-03,cash,0.0
ecommerce_logistics,2024-03,accounts_receivable,24216767.919104654
ecommerce_logistics,2024-03,inventory,22379222.148676377
ecommerce_logistics,2024-03,accounts_payable,15493307.641391337
ecommerce_logistics,2024-03,debt,35000000.0
ecommerce_logistics,2024-03,equity,-3897317.573610306
ecommerce_logistics,2024-03,operating_cash_flow,-303870.2181690779
ecommerce_logistics,2024-03,investing_cash_flow,-758892.2495464213
ecommerce_logistics,2024-03,financing_cash_flow,226054.350994991
ecommerce_logistics,2024-03,net_cash_flow,-836708.1167205082
ecommerce_logistics,2024-03,total_assets,46595990.06778103
ecommerce_logistics,2024-03,total_liabilities_and_equity,46595990.06778103
ecommerce_logistics,2024-04,revenue,13922292.136239184
ecommerce_logistics,2024-04,cogs,10645466.14749639
ecommerce_logistics,2024-04,gross_profit,3276825.988742795
ecommerce_logistics,2024-04,sales_marketing,1341251.8999375904
ecommerce_logistics,2024-04,rd,0.0
ecommerce_logistics,2024-04,ga,1407591.6359125334
ecommerce_logistics,2024-04,ebitda,527982.4528926713
ecommerce_logistics,2024-04,net_income,301897.804451877
ecommerce_logistics,2024-04,cash,0.0
ecommerce_logistics,2024-04,accounts_receivable,25524202.249771837
ecommerce_logistics,2024-04,inventory,23065176.652908843
ecommerce_logistics,2024-04,accounts_payable,15968199.221244585
ecommerce_logistics,2024-04,debt,35000000.0
ecommerce_logistics,2024-04,equity,-2378820.3185639046
ecommerce_logistics,2024-04,operating_cash_flow,303028.5639306203
ecommerce_logistics,2024-04,investing_cash_flow,-507879.5456782161
ecommerce_logistics,2024-04,financing_cash_flow,35707.68857331834
ecommerce_logistics,2024-04,net_cash_flow,-169143.29317427744
ecommerce_logistics,2024-04,total_assets,48589378.90268068
ecommerce_logistics,2024-04,total_liabilities_and_equity,48589378.90268068
ecommerce_logistics,2024-05,revenue,14078470.49570771
ecommerce_logistics,2024-05,cogs,11016903.37823697
ecommerce_logistics,2024-05,gross_profit,3061567.1174707394
ecommerce_logistics,2024-05,sales_marketing,1676537.8027194676
ecommerce_logistics,2024-05,rd,0.0
ecommerce_logistics,2024-05,ga,2108736.779723599
ecommerce_logistics,2024-05,ebitda,-723707.4649723275
ecommerce_logistics,2024-05,net_income,-869540.7983056608
ecommerce_logistics,2024-05,cash,0.0
ecommerce_logistics,2024-05,accounts_receivable,25810529.2421308
ecommerce_logistics,2024-05,inventory,23869957.319513436
ecommerce_logistics,2024-05,accounts_payable,16525355.067355456
ecommerce_logistics,2024-05,debt,35000000.0
ecommerce_logistics,2024-05,equity,-1844868.5057112146
ecommerce_logistics,2024-05,operating_cash_flow,-702248.6060125192
ecommerce_logistics,2024-05,investing_cash_flow,-470515.2066971348
ecommerce_logistics,2024-05,financing_cash_flow,-169453.3726345566
ecommerce_logistics,2024-05,net_cash_flow,-1342217.1853442106
ecommerce_logistics,2024-05,total_assets,49680486.56164424
ecommerce_logistics,2024-05,total_liabilities_and_equity,49680486.56164424
ecommerce_logistics,2024-06,revenue,15116559.102353616
ecommerce_logistics,2024-06,cogs,12055426.491941864
ecommerce_logistics,2024-06,gross_profit,3061132.610411752
ecommerce_logistics,2024-06,sales_marketing,1751174.5562369626
ecommerce_logistics,2024-06,rd,0.0
ecommerce_logistics,2024-06,ga,2056320.8269976713
ecommerce_logistics,2024-06,ebitda,-746362.772822882
ecommerce_logistics,2024-06,net_income,-892196.1061562154
ecommerce_logistics,2024-06,cash,0.0
ecommerce_logistics,2024-06,accounts_receivable,27713691.687648296
ecommerce_logistics,2024-06,inventory,26120090.732540704
ecommerce_logistics,2024-06,accounts_payable,18083139.737912796
ecommerce_logistics,2024-06,debt,35000000.0
ecommerce_logistics,2024-06,equity,750642.6822762042
ecommerce_logistics,2024-06,operating_cash_flow,-800478.8776760488
ecommerce_logistics,2024-06,investing_cash_flow,-528046.614184874
ecommerce_logistics,2024-06,financing_cash_flow,193392.24143164788
ecommerce_logistics,2024-06,net_cash_flow,-1135133.250429275
ecommerce_logistics,2024-06,total_assets,53833782.420189
ecommerce_logistics,2024-06,total_liabilities_and_equity,53833782.420189
ecommerce_logistics,2024-07,revenue,15008988.970217189
ecommerce_logistics,2024-07,cogs,11624925.481871825
ecommerce_logistics,2024-07,gross_profit,3384063.488345364
ecommerce_logistics,2024-07,sales_marketing,1668024.9245198066
ecommerce_logistics,2024-07,rd,0.0
ecommerce_logistics,2024-07,ga,1543193.5976598624
ecommerce_logistics,2024-07,ebitda,172844.96616569534
ecommerce_logistics,2024-07,net_income,21339.189937565978
ecommerce_logistics,2024-07,cash,0.0
ecommerce_logistics,2024-07,accounts_receivable,27516479.778731514
ecommerce_logistics,2024-07,inventory,25187338.54405562
ecommerce_logistics,2024-07,accounts_payable,17437388.222807735
ecommerce_logistics,2024-07,debt,35000000.0
ecommerce_logistics,2024-07,equity,266430.09997940063
ecommerce_logistics,2024-07,operating_cash_flow,-49592.425534597816
ecommerce_logistics,2024-07,investing_cash_flow,-724978.4324158963
ecommerce_logistics,2024-07,financing_cash_flow,-194693.9549682743
ecommerce_logistics,2024-07,net_cash_flow,-969264.8129187685
ecommerce_logistics,2024-07,total_assets,52703818.322787136
ecommerce_logistics,2024-07,total_liabilities_and_equity,52703818.322787136
ecommerce_logistics,2024-08,revenue,15410267.142882235
ecommerce_logistics,2024-08,cogs,11836354.02144251
ecommerce_logistics,2024-08,gross_profit,3573913.121439725
ecommerce_logistics,2024-08,sales_marketing,1592770.336026933
ecommerce_logistics,2024-08,rd,0.0
ecommerce_logistics,2024-08,ga,1807957.570655028
ecommerce_logistics,2024-08,ebitda,173185.21475776378
ecommerce_logistics,2024-08,net_income,21607.986325300044
ecommerce_logistics,2024-08,cash,0.0
ecommerce_logistics,2024-08,accounts_receivable,28252156.428617433
ecommerce_logistics,2024-08,inventory,25645433.713125437
ecommerce_logistics,2024-08,accounts_payable,17754531.032163765
ecommerce_logistics,2024-08,debt,35000000.0
ecommerce_logistics,2024-08,equity,1143059.109579105
ecommerce_logistics,2024-08,operating_cash_flow,-47166.19406056899
ecommerce_logistics,2024-08,investing_cash_flow,-718332.7334811526
ecommerce_logistics,2024-08,financing_cash_flow,-94676.53270918499
ecommerce_logistics,2024-08,net_cash_flow,-860175.4602509066
ecommerce_logistics,2024-08,total_assets,53897590.14174287
ecommerce_logistics,2024-08,total_liabilities_and_equity,53897590.14174287
ecommerce_logistics,2024-09,revenue,15249236.802197872
ecommerce_logistics,2024-09,cogs,11877312.73318736
ecommerce_logistics,2024-09,gross_profit,3371924.069010511
ecommerce_logistics,2024-09,sales_marketing,1827167.6697401686
ecommerce_logistics,2024-09,rd,0.0
ecommerce_logistics,2024-09,ga,2382079.9925180594
ecommerce_logistics,2024-09,ebitda,-837323.5932477172
ecommerce_logistics,2024-09,net_income,-983156.9265810506
ecommerce_logistics,2024-09,cash,0.0
ecommerce_logistics,2024-09,accounts_receivable,27956934.137362767
ecommerce_logistics,2024-09,inventory,25734177.588572614
ecommerce_logistics,2024-09,accounts_payable,17815969.09978104
ecommerce_logistics,2024-09,debt,35000000.0
ecommerce_logistics,2024-09,equity,875142.6261543445
ecommerce_logistics,2024-09,operating_cash_flow,-888182.2085539944
ecommerce_logistics,2024-09,investing_cash_flow,-541895.7991734315
ecommerce_logistics,2024-09,financing_cash_flow,-218781.20363806712
ecommerce_logistics,2024-09,net_cash_flow,-1648859.211365493
ecommerce_logistics,2024-09,total_assets,53691111.725935385
ecommerce_logistics,2024-09,total_liabilities_and_equity,53691111.725935385
ecommerce_logistics,2024-10,revenue,14908324.341976695
ecommerce_logistics,2024-10,cogs,11694829.769762333
ecommerce_logistics,2024-10,gross_profit,3213494.5722143613
ecommerce_logistics,2024-10,sales_marketing,1238666.3097765278
ecommerce_logistics,2024-10,rd,0.0
ecommerce_logistics,2024-10,ga,1934831.7745388183
ecommerce_logistics,2024-10,ebitda,39996.48789901519
ecommerce_logistics,2024-10,net_income,-105836.84543431815
ecommerce_logistics,2024-10,cash,0.0
ecommerce_logistics,2024-10,accounts_receivable,27331927.960290607
ecommerce_logistics,2024-10,inventory,25338797.834485058
ecommerce_logistics,2024-10,accounts_payable,17542244.654643502
ecommerce_logistics,2024-10,debt,35000000.0
ecommerce_logistics,2024-10,equity,128481.14013216272
ecommerce_logistics,2024-10,operating_cash_flow,-142870.54061448656
ecommerce_logistics,2024-10,investing_cash_flow,-583652.028452603
ecommerce_logistics,2024-10,financing_cash_flow,126425.69508138357
ecommerce_logistics,2024-10,net_cash_flow,-600096.873985706
ecommerce_logistics,2024-10,total_assets,52670725.794775665
ecommerce_logistics,2024-10,total_liabilities_and_equity,52670725.794775665
ecommerce_logistics,2024-11,revenue,15329485.558942856
ecommerce_logistics,2024-11,cogs,11652194.115570508
ecommerce_logistics,2024-11,gross_profit,3677291.4433723483
ecommerce_logistics,2024-11,sales_marketing,1896124.3860598907
ecommerce_logistics,2024-11,rd,0.0
ecommerce_logistics,2024-11,ga,1988686.1744761562
ecommerce_logistics,2024-11,ebitda,-207519.11716369865
ecommerce_logistics,2024-11,net_income,-353352.450497032
ecommerce_logistics,2024-11,cash,0.0
ecommerce_logistics,2024-11,accounts_receivable,28104056.858061902
ecommerce_logistics,2024-11,inventory,25246420.5837361
ecommerce_logistics,2024-11,accounts_payable,17478291.173355762
ecommerce_logistics,2024-11,debt,35000000.0
ecommerce_logistics,2024-11,equity,872186.2684422396
ecommerce_logistics,2024-11,operating_cash_flow,-353195.64486881194
ecommerce_logistics,2024-11,investing_cash_flow,-618856.2351779778
ecommerce_logistics,2024-11,financing_cash_flow,-118345.71782175015
ecommerce_logistics,2024-11,net_cash_flow,-1090397.5978685399
ecommerce_logistics,2024-11,total_assets,53350477.441798
ecommerce_logistics,2024-11,total_liabilities_and_equity,53350477.441798
ecommerce_logistics,2024-12,revenue,17203808.634667255
ecommerce_logistics,2024-12,cogs,13660041.910089929
ecommerce_logistics,2024-12,gross_profit,3543766.7245773263
ecommerce_logistics,2024-12,sales_marketing,2093390.199398876
ecommerce_logistics,2024-12,rd,0.0
ecommerce_logistics,2024-12,ga,2001296.8351722977
ecommerce_logistics,2024-12,ebitda,-550920.3099938473
ecommerce_logistics,2024-12,net_income,-696753.6433271806
ecommerce_logistics,2024-12,cash,0.0
ecommerce_logistics,2024-12,accounts_receivable,31540315.8302233
ecommerce_logistics,2024-12,inventory,29596757.47186151
ecommerce_logistics,2024-12,accounts_payable,20490062.86513489
ecommerce_logistics,2024-12,debt,35000000.0
ecommerce_logistics,2024-12,equity,5647010.43694992
ecommerce_logistics,2024-12,operating_cash_flow,-653913.2815723212
ecommerce_logistics,2024-12,investing_cash_flow,-593007.530595676
ecommerce_logistics,2024-12,financing_cash_flow,-190595.03244757073
ecommerce_logistics,2024-12,net_cash_flow,-1437515.844615568
ecommerce_logistics,2024-12,total_assets,61137073.30208481
ecommerce_logistics,2024-12,total_liabilities_and_equity,61137073.30208481
ecommerce_logistics,2025-01,revenue,15147057.187146615
ecommerce_logistics,2025-01,cogs,11557251.770329209
ecommerce_logistics,2025-01,gross_profit,3589805.416817406
ecommerce_logistics,2025-01,sales_marketing,2075362.5473529233
ecommerce_logistics,2025-01,rd,0.0
ecommerce_logistics,2025-01,ga,1920046.2156421628
ecommerce_logistics,2025-01,ebitda,-405603.34617767995
ecommerce_logistics,2025-01,net_income,-551436.6795110133
ecommerce_logistics,2025-01,cash,0.0
ecommerce_logistics,2025-01,accounts_receivable,27769604.843102127
ecommerce_logistics,2025-01,inventory,25040712.169046618
ecommerce_logistics,2025-01,accounts_payable,17335877.655493814
ecommerce_logistics,2025-01,debt,35000000.0
ecommerce_logistics,2025-01,equity,474439.35665493086
ecommerce_logistics,2025-01,operating_cash_flow,-476312.64619257423
ecommerce_logistics,2025-01,investing_cash_flow,-656331.998249092
ecommerce_logistics,2025-01,financing_cash_flow,174041.39007565723
ecommerce_logistics,2025-01,net_cash_flow,-958603.254366009
ecommerce_logistics,2025-01,total_assets,52810317.012148745
ecommerce_logistics,2025-01,total_liabilities_and_equity,52810317.012148745
ecommerce_logistics,2025-02,revenue,15263922.228869373
ecommerce_logistics,2025-02,cogs,12124851.772823695
ecommerce_logistics,2025-02,gross_profit,3139070.456045678
ecommerce_logistics,2025-02,sales_marketing,1824450.8628182572
ecommerce_logistics,2025-02,rd,0.0
ecommerce_logistics,2025-02,ga,2160403.5613870993
ecommerce_logistics,2025-02,ebitda,-845783.9681596784
ecommerce_logistics,2025-02,net_income,-991617.3014930118
ecommerce_logistics,2025-02,cash,0.0
ecommerce_logistics,2025-02,accounts_receivable,27983857.419593852
ecommerce_logistics,2025-02,inventory,26270512.17445134
ecommerce_logistics,2025-02,accounts_payable,18187277.65923554
ecommerce_logistics,2025-02,debt,35000000.0
ecommerce_logistics,2025-02,equity,1067091.9348096512
ecommerce_logistics,2025-02,operating_cash_flow,-916031.450970795
ecommerce_logistics,2025-02,investing_cash_flow,-554050.4697673818
ecommerce_logistics,2025-02,financing_cash_flow,-4935.016966534448
ecommerce_logistics,2025-02,net_cash_flow,-1475016.9377047115
ecommerce_logistics,2025-02,total_assets,54254369.59404519
ecommerce_logistics,2025-02,total_liabilities_and_equity,54254369.59404519
ecommerce_logistics,2025-03,revenue,15131745.442698156
ecommerce_logistics,2025-03,cogs,12148111.195078041
ecommerce_logistics,2025-03,gross_profit,2983634.247620115
ecommerce_logistics,2025-03,sales_marketing,2067655.572072225
ecommerce_logistics,2025-03,rd,0.0
ecommerce_logistics,2025-03,ga,1548970.3326645463
ecommerce_logistics,2025-03,ebitda,-632991.6571166562
ecommerce_logistics,2025-03,net_income,-778824.9904499896
ecommerce_logistics,2025-03,cash,0.0
ecommerce_logistics,2025-03,accounts_receivable,27741533.311613288
ecommerce_logistics,2025-03,inventory,26320907.589335755
ecommerce_logistics,2025-03,accounts_payable,18222166.79261706
ecommerce_logistics,2025-03,debt,35000000.0
ecommerce_logistics,2025-03,equity,840274.1083319858
ecommerce_logistics,2025-03,operating_cash_flow,-711620.1700575345
ecommerce_logistics,2025-03,investing_cash_flow,-790503.5777621497
ecommerce_logistics,2025-03,financing_cash_flow,-149064.8389405777
ecommerce_logistics,2025-03,net_cash_flow,-1651188.586760262
ecommerce_logistics,2025-03,total_assets,54062440.900949046
ecommerce_logistics,2025-03,total_liabilities_and_equity,54062440.900949046
ecommerce_logistics,2025-04,revenue,16064647.367225314
ecommerce_logistics,2025-04,cogs,12842799.642178707
ecommerce_logistics,2025-04,gross_profit,3221847.7250466067
ecommerce_logistics,2025-04,sales_marketing,1317891.5999089994
ecommerce_logistics,2025-04,rd,0.0
ecommerce_logistics,2025-04,ga,2278693.3763271226
ecommerce_logistics,2025-04,ebitda,-374737.251189515
ecommerce_logistics,2025-04,net_income,-520570.58452284837
ecommerce_logistics,2025-04,cash,0.0
ecommerce_logistics,2025-04,accounts_receivable,29451853.50657974
ecommerce_logistics,2025-04,inventory,27826065.891387198
ecommerce_logistics,2025-04,accounts_payable,19264199.46326806
ecommerce_logistics,2025-04,debt,35000000.0
ecommerce_logistics,2025-04,equity,3013719.934698876
ecommerce_logistics,2025-04,operating_cash_flow,-474670.225439499
ecommerce_logistics,2025-04,investing_cash_flow,-790205.3350484523
ecommerce_logistics,2025-04,financing_cash_flow,219827.18107717167
ecommerce_logistics,2025-04,net_cash_flow,-1045048.3794107795
ecommerce_logistics,2025-04,total_assets,57277919.397966936
ecommerce_logistics,2025-04,total_liabilities_and_equity,57277919.397966936
ecommerce_logistics,2025-05,revenue,17074291.354064982
ecommerce_logistics,2025-05,cogs,13297342.434019791
ecommerce_logistics,2025-05,gross_profit,3776948.9200451914
ecommerce_logistics,2025-05,sales_marketing,2249069.3512825244
ecommerce_logistics,2025-05,rd,0.0
ecommerce_logistics,2025-05,ga,2572634.0850157863
ecommerce_logistics,2025-05,ebitda,-1044754.5162531193
ecommerce_logistics,2025-05,net_income,-1190587.8495864526
ecommerce_logistics,2025-05,cash,0.0
ecommerce_logistics,2025-05,accounts_receivable,31302867.48245247
ecommerce_logistics,2025-05,inventory,28810908.60704288
ecommerce_logistics,2025-05,accounts_payable,19946013.651029687
ecommerce_logistics,2025-05,debt,35000000.0
ecommerce_logistics,2025-05,equity,5167762.438465659
ecommerce_logistics,2025-05,operating_cash_flow,-998843.3056813915
ecommerce_logistics,2025-05,investing_cash_flow,-756787.0826194038
ecommerce_logistics,2025-05,financing_cash_flow,-216063.1037994368
ecommerce_logistics,2025-05,net_cash_flow,-1971693.492100232
ecommerce_logistics,2025-05,total_assets,60113776.089495346
ecommerce_logistics,2025-05,total_liabilities_and_equity,60113776.089495346
ecommerce_logistics,2025-06,revenue,16974711.655842233
ecommerce_logistics,2025-06,cogs,13025789.655560935
ecommerce_logistics,2025-06,gross_profit,3948922.0002812985
ecommerce_logistics,2025-06,sales_marketing,1480772.219746109
ecommerce_logistics,2025-06,rd,0.0
ecommerce_logistics,2025-06,ga,1775846.6701032063
ecommerce_logistics,2025-06,ebitda,692303.1104319831
ecommerce_logistics,2025-06,net_income,431711.1239079333
ecommerce_logistics,2025-06,cash,0.0
ecommerce_logistics,2025-06,accounts_receivable,31120304.702377427
ecommerce_logistics,2025-06,inventory,28222544.25371536
ecommerce_logistics,2025-06,accounts_payable,19538684.483341403
ecommerce_logistics,2025-06,debt,35000000.0
ecommerce_logistics,2025-06,equity,4804164.472751386
ecommerce_logistics,2025-06,operating_cash_flow,381999.9319984941
ecommerce_logistics,2025-06,investing_cash_flow,-585622.9039854899
ecommerce_logistics,2025-06,financing_cash_flow,104891.16004675535
ecommerce_logistics,2025-06,net_cash_flow,-98731.81194024043
ecommerce_logistics,2025-06,total_assets,59342848.95609279
ecommerce_logistics,2025-06,total_liabilities_and_equity,59342848.95609279
ecommerce_logistics,2025-07,revenue,16769141.507163802
ecommerce_logistics,2025-07,cogs,12934971.00433533
ecommerce_logistics,2025-07,gross_profit,3834170.5028284714
ecommerce_logistics,2025-07,sales_marketing,1884339.669996587
ecommerce_logistics,2025-07,rd,0.0
ecommerce_logistics,2025-07,ga,2472499.0693669994
ecommerce_logistics,2025-07,ebitda,-522668.23653511517
ecommerce_logistics,2025-07,net_income,-668501.5698684485
ecommerce_logistics,2025-07,cash,0.0
ecommerce_logistics,2025-07,accounts_receivable,30743426.09646697
ecommerce_logistics,2025-07,inventory,28025770.509393215
ecommerce_logistics,2025-07,accounts_payable,19402456.506502997
ecommerce_logistics,2025-07,debt,35000000.0
ecommerce_logistics,2025-07,equity,4366740.0993571915
ecommerce_logistics,2025-07,operating_cash_flow,-596021.8277910984
ecommerce_logistics,2025-07,investing_cash_flow,-685728.6484196199
ecommerce_logistics,2025-07,financing_cash_flow,180122.94917688737
ecommerce_logistics,2025-07,net_cash_flow,-1101627.527033831
ecommerce_logistics,2025-07,total_assets,58769196.60586019
ecommerce_logistics,2025-07,total_liabilities_and_equity,58769196.60586019
ecommerce_logistics,2025-08,revenue,17739680.78154068
ecommerce_logistics,2025-08,cogs,13615249.409676993
ecommerce_logistics,2025-08,gross_profit,4124431.3718636874
ecommerce_logistics,2025-08,sales_marketing,1445146.18706124
ecommerce_logistics,2025-08,rd,0.0
ecommerce_logistics,2025-08,ga,2700084.654436899
ecommerce_logistics,2025-08,ebitda,-20799.469634451438
ecommerce_logistics,2025-08,net_income,-166632.80296778478
ecommerce_logistics,2025-08,cash,0.0
ecommerce_logistics,2025-08,accounts_receivable,32522748.09949125
ecommerce_logistics,2025-08,inventory,29499707.05430015
ecommerce_logistics,2025-08,accounts_payable,20422874.11451549
ecommerce_logistics,2025-08,debt,35000000.0
ecommerce_logistics,2025-08,equity,6599581.039275907
ecommerce_logistics,2025-08,operating_cash_flow,-222646.0124335206
ecommerce_logistics,2025-08,investing_cash_flow,-772812.2521061365
ecommerce_logistics,2025-08,financing_cash_flow,13503.99587936558
ecommerce_logistics,2025-08,net_cash_flow,-981954.2686602916
ecommerce_logistics,2025-08,total_assets,62022455.1537914
ecommerce_logistics,2025-08,total_liabilities_and_equity,62022455.1537914
ecommerce_logistics,2025-09,revenue,18056679.689177625
ecommerce_logistics,2025-09,cogs,14336697.710610049
ecommerce_logistics,2025-09,gross_profit,3719981.978567576
ecommerce_logistics,2025-09,sales_marketing,2525696.9702225015
ecommerce_logistics,2025-09,rd,0.0
ecommerce_logistics,2025-09,ga,2185629.423807053
ecommerce_logistics,2025-09,ebitda,-991344.415461978
ecommerce_logistics,2025-09,net_income,-1137177.7487953112
ecommerce_logistics,2025-09,cash,0.0
ecommerce_logistics,2025-09,accounts_receivable,33103912.763492316
ecommerce_logistics,2025-09,inventory,31062845.039655104
ecommerce_logistics,2025-09,accounts_payable,21505046.565915074
ecommerce_logistics,2025-09,debt,35000000.0
ecommerce_logistics,2025-09,equity,7661711.237232346
ecommerce_logistics,2025-09,operating_cash_flow,-1059359.2121774869
ecommerce_logistics,2025-09,investing_cash_flow,-607342.4864299014
ecommerce_logistics,2025-09,financing_cash_flow,-9391.377191509207
ecommerce_logistics,2025-09,net_cash_flow,-1676093.0757988975
ecommerce_logistics,2025-09,total_assets,64166757.80314742
ecommerce_logistics,2025-09,total_liabilities_and_equity,64166757.80314742
ecommerce_logistics,2025-10,revenue,17655237.91976583
ecommerce_logistics,2025-10,cogs,14079841.948484294
ecommerce_logistics,2025-10,gross_profit,3575395.971281536
ecommerce_logistics,2025-10,sales_marketing,2454872.700478593
ecommerce_logistics,2025-10,rd,0.0
ecommerce_logistics,2025-10,ga,2579366.7865291103
ecommerce_logistics,2025-10,ebitda,-1458843.5157261677
ecommerce_logistics,2025-10,net_income,-1604676.849059501
ecommerce_logistics,2025-10,cash,0.0
ecommerce_logistics,2025-10,accounts_receivable,32367936.186237354
ecommerce_logistics,2025-10,inventory,30506324.221715968
ecommerce_logistics,2025-10,accounts_payable,21119762.92272644
ecommerce_logistics,2025-10,debt,35000000.0
ecommerce_logistics,2025-10,equity,6754497.485226881
ecommerce_logistics,2025-10,operating_cash_flow,-1351854.2206845721
ecommerce_logistics,2025-10,investing_cash_flow,-614141.6174636412
ecommerce_logistics,2025-10,financing_cash_flow,110871.7407414827
ecommerce_logistics,2025-10,net_cash_flow,-1855124.0974067308
ecommerce_logistics,2025-10,total_assets,62874260.40795332
ecommerce_logistics,2025-10,total_liabilities_and_equity,62874260.40795332
ecommerce_logistics,2025-11,revenue,17821379.435515936
ecommerce_logistics,2025-11,cogs,13575795.571825858
ecommerce_logistics,2025-11,gross_profit,4245583.863690078
ecommerce_logistics,2025-11,sales_marketing,1804901.7164947325
ecommerce_logistics,2025-11,rd,0.0
ecommerce_logistics,2025-11,ga,2089277.647088137
ecommerce_logistics,2025-11,ebitda,351404.50010720873
ecommerce_logistics,2025-11,net_income,162401.22175136156
ecommerce_logistics,2025-11,cash,0.0
ecommerce_logistics,2025-11,accounts_receivable,32672528.96511255
ecommerce_logistics,2025-11,inventory,29414223.738956027
ecommerce_logistics,2025-11,accounts_payable,20363693.35773879
ecommerce_logistics,2025-11,debt,35000000.0
ecommerce_logistics,2025-11,equity,6723059.346329782
ecommerce_logistics,2025-11,operating_cash_flow,58192.65473270597
ecommerce_logistics,2025-11,investing_cash_flow,-548429.3795341351
ecommerce_logistics,2025-11,financing_cash_flow,-213689.84483636447
ecommerce_logistics,2025-11,net_cash_flow,-703926.5696377936
ecommerce_logistics,2025-11,total_assets,62086752.70406857
ecommerce_logistics,2025-11,total_liabilities_and_equity,62086752.70406857
ecommerce_logistics,2025-12,revenue,18547802.957013458
ecommerce_logistics,2025-12,cogs,14890647.473493727
